"","Pverr_006","Pverr_007","Pverr_008","Pverr_009","Pverr_106","Pverr_108","Pverr_110","Pverr_112"
"Pver_gene_g12415",263,249,333,151,232,51,113,234
"Pver_gene_g12419",11,11,10,0,93,12,73,52
"Pver_gene_g11144",418,452,493,352,282,116,263,418
"Pver_gene_g11143",531,658,600,514,212,82,157,308
"Pver_gene_g10818",143,150,314,185,21,12,70,0
"Pver_gene_g11294",246,198,192,119,0,0,32,14
"Pver_gene_g15066",1711,1924,2092,1734,111,16,97,111
"Pver_gene_g12284",66,192,215,158,1350,514,791,1522
"Pver_gene_g13438",31,25,44,12,113,36,68,84
"Pver_gene_g13439",271,235,297,172,65,13,44,43
"Pver_gene_g13329",49,58,59,61,644,162,273,488
"Pver_gene_g13880",51,58,69,45,125,43,117,221
"Pver_gene_g13586",61,63,53,27,0,0,0,0
"Pver_gene_g11487",0,0,0,0,35,23,39,72
"Pver_gene_g18375",0,13,41,15,147,32,72,157
"Pver_gene_g10162",43,20,25,0,132,64,69,84
"Pver_gene_g7738",170,292,441,263,130,12,181,112
"Pver_gene_g7736",63,82,51,45,31,4,23,33
"Pver_gene_g25691",279,479,616,590,2599,582,946,2182
"Pver_gene_g25693",0,9,35,13,102,17,52,144
"Pver_gene_g7085",0,0,0,0,121,63,110,127
"Pver_gene_g2307",57,53,18,31,0,0,5,0
"Pver_gene_g1362",37,87,55,48,0,0,0,0
"Pver_gene_g1363",15,33,65,22,13692,2500,4005,13396
"Pver_gene_g1368",76,124,122,76,44,12,25,56
"Pver_gene_g3540",30,70,79,31,182,39,88,199
"Pver_gene_g8360",205,231,336,396,1616,632,1019,1824
"Pver_gene_g26579",0,0,0,0,265,568,55,573
"Pver_gene_g8947",0,0,0,0,120,37,58,150
"Pver_gene_g2048",143,125,134,101,312,100,200,260
"Pver_gene_g2049",0,0,0,0,264,42,73,257
"Pver_gene_g12753",94,116,221,108,52,6,26,35
"Pver_gene_g16711",65,59,61,67,202,79,264,280
"Pver_gene_g16715",337,660,648,442,171,58,34,222
"Pver_gene_g12754",1321,1069,1411,1161,468,63,81,560
"Pver_gene_g17507",98,200,133,98,96,37,44,56
"Pver_novel_gene_47_5de57afd",4,0,0,0,205,75,98,156
"Pver_gene_g2950",89,124,147,115,37,21,56,61
"Pver_gene_g1609",272,241,200,165,181,32,52,105
"Pver_gene_g1603",440,445,462,390,208,29,81,192
"Pver_gene_g1602",0,14,8,0,67,20,54,72
"Pver_gene_g4075",122,211,258,238,85,20,46,87
"Pver_gene_g4381",0,15,4,0,138,9,61,79
"Pver_gene_g4387",130,148,137,120,0,0,0,0
"Pver_gene_g4386",0,0,0,0,24,18,11,40
"Pver_gene_g4385",0,0,0,0,204,163,41,132
"Pver_gene_g4929",29,43,53,40,140,47,60,162
"Pver_gene_g4925",289,360,449,209,475,332,365,713
"Pver_gene_g4921",191,159,102,88,72,20,42,69
"Pver_gene_g19924",0,0,13,0,220,87,105,378
"Pver_gene_g2564",0,0,0,0,114,28,44,46
"Pver_gene_g12596",40,88,31,14,107,67,148,183
"Pver_gene_g12599",208,265,296,159,577,189,370,980
"Pver_gene_g13974",104,192,262,212,587,220,279,665
"Pver_gene_g15482",881,1022,1544,1116,840,265,365,650
"Pver_gene_g12624",0,0,0,0,166,39,54,81
"Pver_gene_g12621",0,11,53,0,303,58,136,353
"Pver_gene_g461",20,28,14,14,193,60,73,84
"Pver_gene_g463",40,29,61,64,0,0,0,0
"Pver_gene_g469",0,0,0,0,61,34,22,87
"Pver_gene_g10990",44,104,108,126,446,67,136,345
"Pver_gene_g14289",0,6,0,0,48,14,15,21
"Pver_gene_g10669",22,22,59,27,1254,472,487,1357
"Pver_gene_g14756",505,460,585,402,230,24,59,144
"Pver_gene_g15903",0,0,0,0,77,11,74,41
"Pver_gene_g15900",0,0,0,0,32,22,56,46
"Pver_gene_g6659",52,68,68,33,19,0,3,3
"Pver_gene_g6654",0,0,0,0,177,82,143,274
"Pver_gene_g8540",0,17,21,0,1388,332,648,1017
"Pver_gene_g25713",0,0,0,0,36,30,55,32
"Pver_gene_g25715",0,11,0,0,50,32,63,14
"Pver_gene_g25716",49,85,94,56,149,70,73,187
"Pver_gene_g22845",28,52,46,70,254,54,131,146
"Pver_gene_g15309",0,36,76,22,235,137,227,146
"Pver_gene_g1446",173,370,251,206,842,430,667,843
"Pver_gene_g1444",0,0,0,0,955,431,338,994
"Pver_gene_g1441",233,170,331,207,219,43,108,253
"Pver_gene_g1440",0,56,87,40,6502,1523,2866,6845
"Pver_gene_g1449",0,0,0,6,69,28,52,118
"Pver_gene_g9634",100,154,207,123,111,36,89,124
"Pver_gene_g9636",38,29,50,26,0,0,9,0
"Pver_gene_g9638",0,5,0,6,35,14,16,43
"Pver_gene_g7298",303,254,244,222,1144,299,1142,1794
"Pver_gene_g1191",0,0,17,0,17,21,69,65
"Pver_gene_g1197",0,7,14,0,250,61,105,269
"Pver_gene_g1196",152,146,162,115,126,23,44,109
"Pver_gene_g5639",0,0,0,0,119,119,115,158
"Pver_gene_g17676",46,81,59,57,281,58,91,200
"Pver_gene_g17677",0,0,0,20,128,69,134,160
"Pver_gene_g7909",0,0,0,0,77,12,17,62
"Pver_gene_g7905",0,0,0,0,30,22,49,43
"Pver_gene_g7907",138,75,108,79,0,0,0,29
"Pver_gene_g2360",61,45,55,66,0,0,15,0
"Pver_gene_g9190",47,81,82,36,100,66,182,125
"Pver_gene_g3101",56,37,37,6,137,91,193,107
"Pver_gene_g3102",0,20,23,15,110,25,58,118
"Pver_gene_g3103",343,454,646,393,21,0,42,14
"Pver_gene_g3105",83,89,164,109,431,142,171,491
"Pver_gene_g25834",61,38,37,18,104,25,62,122
"Pver_gene_g25830",0,0,0,0,2821,427,873,2441
"Pver_gene_g25839",0,0,0,0,401,141,175,356
"Pver_gene_g18619",521,613,1183,848,3909,1300,1179,7711
"Pver_gene_g12916",127,135,170,97,372,59,237,252
"Pver_gene_g12911",155,208,201,101,84,18,27,25
"Pver_gene_g12918",207,286,268,234,217,30,99,241
"Pver_gene_g5176",0,0,0,0,86,15,30,20
"Pver_gene_g12126",46,237,205,128,48,42,33,38
"Pver_gene_g12128",93,138,108,143,86,13,45,99
"Pver_gene_g11474",0,0,0,0,67,58,70,26
"Pver_gene_g165",34,35,30,13,89,63,97,169
"Pver_gene_g160",4770,4292,5097,3810,355,0,263,240
"Pver_gene_g161",23,28,31,10,376,109,206,451
"Pver_novel_gene_611_5de57afd",134,169,170,95,75,17,26,128
"Pver_gene_g12566",3340,3356,3238,1905,1994,539,907,1870
"Pver_gene_g6195",33,84,80,37,474,245,382,559
"Pver_gene_g3348",231,231,302,208,213,28,66,198
"Pver_gene_g3341",25,35,75,18,3460,532,1171,4038
"Pver_gene_g6443",0,0,0,0,171,129,188,215
"Pver_gene_g6446",0,0,0,0,234,85,133,279
"Pver_gene_g6447",0,0,0,0,304,168,147,563
"Pver_gene_g6445",0,0,0,0,215,57,135,242
"Pver_gene_g1872",8873,8651,12128,10059,5812,1164,3088,7592
"Pver_gene_g1875",0,0,0,0,34,17,14,70
"Pver_novel_gene_490_5de57afd",0,2,12,1,84,10,14,11
"Pver_gene_g1256",121,147,113,111,237,207,161,264
"Pver_gene_g1257",0,0,0,0,129,59,81,48
"Pver_gene_g1255",84,74,97,47,586,102,118,383
"Pver_gene_g1252",0,8,20,0,48,38,52,64
"Pver_gene_g1251",69,34,34,32,122,29,78,123
"Pver_gene_g1258",0,0,0,0,75,37,95,130
"Pver_gene_g4750",0,0,0,0,48,12,19,44
"Pver_gene_g4751",0,73,61,50,357,177,155,493
"Pver_gene_g4755",69,101,151,65,436,295,203,404
"Pver_gene_g4756",123,204,204,85,27,0,20,32
"Pver_gene_g26084",69,46,61,0,329,235,234,309
"Pver_gene_g26081",161,287,345,271,1287,611,1059,1166
"Pver_gene_g26083",101,57,37,75,424,95,163,362
"Pver_gene_g22794",335,396,475,328,0,0,0,0
"Pver_gene_g2756",66,29,58,33,21,0,0,14
"Pver_gene_g16496",142,176,110,130,593,325,352,1334
"Pver_gene_g16498",272,316,360,163,214,48,68,207
"Pver_gene_g3801",44,53,70,88,394,98,146,357
"Pver_gene_g3809",56,104,122,104,388,60,163,259
"Pver_gene_g3808",52,72,144,81,40,21,13,54
"Pver_gene_g12324",47,58,87,62,43,16,29,55
"Pver_gene_g12322",69,92,90,49,12,0,0,0
"Pver_gene_g12490",0,17,25,21,231,58,99,256
"Pver_gene_g25970",0,24,16,22,760,104,300,1077
"Pver_gene_g25976",1035,937,1145,839,104,6,91,137
"Pver_gene_g11672",199,262,333,210,97,28,88,106
"Pver_gene_g18517",0,15,16,0,113,18,25,88
"Pver_gene_g18514",0,26,9,9,84,20,85,111
"Pver_gene_g18421",0,0,0,0,88,30,58,145
"Pver_gene_g10238",188,212,220,159,20,8,48,22
"Pver_gene_g10232",366,343,407,306,2613,512,748,2430
"Pver_gene_g10231",103,139,125,157,282,105,200,223
"Pver_gene_g14423",0,0,0,0,103,48,107,162
"Pver_gene_g14421",18,31,39,31,89,45,107,158
"Pver_gene_g4419",27,75,80,64,140,38,124,207
"Pver_gene_g4415",93,102,170,79,290,79,192,390
"Pver_gene_g4413",222,350,331,277,0,0,0,0
"Pver_gene_g4412",0,0,0,0,272,158,71,129
"Pver_gene_g4410",544,751,816,613,177,30,163,141
"Pver_gene_g17864",0,14,35,11,55,32,47,76
"Pver_gene_g1708",102,174,182,110,134,46,68,127
"Pver_gene_g8157",466,632,779,450,339,70,200,479
"Pver_gene_g407",0,32,14,25,85,104,141,114
"Pver_gene_g702",0,0,0,0,70,20,26,32
"Pver_gene_g8150",0,0,0,0,22,29,39,64
"Pver_gene_g8151",297,404,389,279,580,218,369,729
"Pver_gene_g409",49,54,67,54,17,5,15,3
"Pver_gene_g5006",0,12,0,0,235,60,19,216
"Pver_gene_g6769",0,0,0,0,137,31,103,187
"Pver_gene_g6767",28,30,30,30,303,170,122,440
"Pver_gene_g6764",0,0,0,0,26,11,27,43
"Pver_gene_g6763",0,15,41,0,158,79,61,246
"Pver_gene_g3687",18,47,85,54,0,0,0,0
"Pver_gene_g3685",0,0,0,0,52,94,227,24
"Pver_gene_g3682",138,139,154,73,908,334,474,776
"Pver_gene_g8656",14,26,36,24,449,111,139,308
"Pver_gene_g1935",2,12,6,11,51,27,33,29
"Pver_gene_g1931",0,0,0,0,19,53,23,80
"Pver_gene_g1688",14,0,0,0,151,20,72,88
"Pver_gene_g12091",0,0,0,0,25,19,36,35
"Pver_gene_g12093",230,347,534,370,34,0,22,0
"Pver_gene_g5307",0,0,0,0,101,30,58,85
"Pver_gene_g12098",26,33,28,60,25,0,5,14
"Pver_gene_g26328",21,15,32,26,45,42,68,108
"Pver_gene_g2655",31,30,0,29,182,40,68,154
"Pver_gene_g2650",366,360,523,374,166,85,106,217
"Pver_gene_g2659",0,0,0,0,61,25,41,40
"Pver_gene_g15155",38,25,33,21,175,26,230,156
"Pver_gene_g15154",15,2,0,4,64,10,118,59
"Pver_gene_g12518",433,540,724,423,365,145,144,427
"Pver_gene_g17744",150,312,246,168,136,45,118,111
"Pver_gene_g17742",242,285,251,172,49,77,84,87
"Pver_gene_g17741",0,0,0,0,59,77,37,79
"Pver_gene_g1239",0,0,0,0,65,16,21,12
"Pver_gene_g10916",25,26,28,4,163,26,88,98
"Pver_gene_g3400",0,0,0,0,73,26,89,25
"Pver_gene_g3403",76,92,73,106,149,103,173,190
"Pver_gene_g10000",1920,2656,3473,2923,1889,264,449,1946
"Pver_gene_g10002",124,193,197,113,1091,346,368,1069
"Pver_gene_g10007",353,262,268,194,244,72,145,230
"Pver_gene_g12735",0,0,0,0,230,107,75,135
"Pver_gene_g15638",512,564,574,326,103,28,69,135
"Pver_gene_g15639",0,6,0,0,429,234,213,668
"Pver_gene_g15987",871,930,1132,666,780,190,178,463
"Pver_gene_g7167",62,20,44,12,153,39,173,90
"Pver_gene_g8241",0,0,0,0,253,96,203,424
"Pver_gene_g8247",60,80,67,49,410,135,202,371
"Pver_gene_g8248",0,0,0,0,286,72,145,337
"Pver_gene_g8249",696,736,623,410,50,15,14,14
"Pver_gene_g5854",0,0,0,0,128,41,66,171
"Pver_gene_g5857",267,336,244,162,49,45,83,81
"Pver_gene_g5851",101,125,161,109,41,29,43,48
"Pver_gene_g5858",0,0,16,23,602,204,279,445
"Pver_gene_g7986",332,242,226,147,107,44,89,88
"Pver_gene_g7981",0,9,0,0,25,17,144,60
"Pver_gene_g9112",86,158,171,117,598,334,639,441
"Pver_gene_g9115",11,0,0,9,70,30,53,91
"Pver_gene_g9114",69,44,49,41,30,10,31,21
"Pver_gene_g9809",146,110,127,70,0,0,19,0
"Pver_gene_g9808",99,117,191,116,359,101,178,322
"Pver_gene_g2855",60,22,34,21,190,49,159,133
"Pver_gene_g2854",148,104,136,184,22,10,50,0
"Pver_gene_g6359",0,55,51,32,404,114,153,341
"Pver_gene_g3180",95,45,74,32,39,8,23,54
"Pver_gene_g6353",286,256,274,261,64,23,64,133
"Pver_gene_g6354",655,546,598,409,63,39,67,120
"Pver_gene_g19349",16,65,99,112,475,252,380,641
"Pver_gene_g3729",61,104,58,94,361,167,168,246
"Pver_gene_g3723",37,39,36,31,314,82,197,304
"Pver_gene_g7401",74,127,123,88,216,279,109,203
"Pver_gene_g1766",47,76,45,46,15,15,11,23
"Pver_gene_g1763",0,0,0,0,37,23,41,60
"Pver_gene_g1761",0,0,0,0,184,65,76,132
"Pver_gene_g1769",240,308,273,212,115,22,70,90
"Pver_gene_g4848",0,0,0,0,16,19,19,20
"Pver_gene_g4845",226,141,212,115,732,174,234,686
"Pver_gene_g14875",126,100,109,43,19,19,49,39
"Pver_gene_g14874",17,9,0,19,79,59,52,85
"Pver_gene_g14877",0,0,78,35,12672,1986,3590,13099
"Pver_gene_g14878",108,169,205,120,28,25,62,53
"Pver_gene_g2441",22,41,38,33,207,39,93,159
"Pver_gene_g18825",22,48,27,28,0,0,8,0
"Pver_gene_g11962",35,17,36,23,153,25,58,128
"Pver_gene_g11963",38,80,52,60,538,71,305,354
"Pver_gene_g12304",155,345,407,264,244,86,127,187
"Pver_gene_g12700",0,15,0,0,109,28,65,94
"Pver_gene_g12306",77,71,73,31,0,0,0,0
"Pver_gene_g259",256,317,343,206,70,47,129,72
"Pver_gene_g10705",616,781,795,487,246,55,140,97
"Pver_gene_g14014",0,0,0,0,171,36,130,165
"Pver_gene_g14013",343,588,739,492,177,60,207,164
"Pver_gene_g14012",194,199,376,157,1143,222,439,1319
"Pver_gene_g14010",440,507,442,280,260,37,170,228
"Pver_gene_g13545",1,0,9,2,356,183,207,307
"Pver_gene_g13548",106,92,165,125,7555,2027,3110,7340
"Pver_gene_g13583",0,0,0,0,130,32,45,113
"Pver_gene_g6110",0,30,66,30,429,101,226,347
"Pver_gene_g6111",134,63,78,52,308,131,190,260
"Pver_gene_g6114",192,148,102,84,766,208,302,633
"Pver_gene_g6115",62,74,76,33,34,3,19,3
"Pver_gene_g6116",24,14,71,0,7775,1410,2034,7528
"Pver_gene_g8427",0,0,0,0,139,54,187,273
"Pver_gene_g9484",0,43,37,31,914,159,333,884
"Pver_gene_g7646",62,56,65,68,13,0,0,0
"Pver_gene_g7645",118,106,112,80,6,6,0,18
"Pver_gene_g7644",0,4,0,0,288,11,180,269
"Pver_gene_g7643",61,74,58,23,13,0,8,29
"Pver_gene_g7642",0,0,0,0,110,50,19,302
"Pver_gene_g7641",1910,1196,1343,953,8305,1037,3445,8032
"Pver_gene_g7640",188,171,183,124,17,0,22,22
"Pver_gene_g9775",91,106,69,88,21,3,34,0
"Pver_gene_g25584",266,496,762,559,285,53,75,343
"Pver_gene_g25589",35,35,23,32,133,36,52,87
"Pver_gene_g18185",87,91,179,111,210,164,150,288
"Pver_gene_g11659",35,30,62,29,259,45,115,291
"Pver_gene_g16684",0,0,19,0,38,29,32,75
"Pver_gene_g7399",242,246,221,138,28,0,24,37
"Pver_gene_g7398",159,198,175,135,93,12,59,50
"Pver_gene_g9485",141,267,390,258,160,25,74,151
"Pver_gene_g8169",29,67,47,13,516,128,176,542
"Pver_gene_g4138",345,273,276,254,92,37,99,178
"Pver_gene_g4139",164,147,85,50,74,29,51,34
"Pver_gene_g16666",0,22,23,8,178,68,122,161
"Pver_gene_g16667",0,0,134,27,10249,3977,4499,9681
"Pver_gene_g16662",478,506,814,507,202,29,100,204
"Pver_gene_g10547",81,86,105,76,952,234,434,997
"Pver_gene_g10546",115,175,143,152,105,18,89,62
"Pver_gene_g13151",70,105,131,74,505,178,302,443
"Pver_gene_g23081",1120,2138,2544,1737,1438,689,431,1359
"Pver_gene_g3894",170,240,347,296,30,0,32,0
"Pver_gene_g5726",231,324,269,146,11,19,29,26
"Pver_gene_g5727",339,308,299,205,225,59,57,163
"Pver_gene_g5723",68,58,44,48,261,115,184,187
"Pver_gene_g5720",0,0,0,0,35,14,19,44
"Pver_gene_g5728",8739,8709,9932,5945,632,72,489,416
"Pver_gene_g15246",0,0,16,0,139,39,39,108
"Pver_gene_g595",0,0,0,0,80,15,40,22
"Pver_gene_g973",0,0,0,0,46,14,12,49
"Pver_gene_g24282",0,12,0,15,95,23,47,108
"Pver_gene_g6099",104,183,135,63,31,12,37,75
"Pver_gene_g3570",64,55,75,31,23,0,0,5
"Pver_gene_g7050",0,51,22,30,313,152,191,393
"Pver_gene_g22932",81,129,89,166,326,132,276,441
"Pver_gene_g25629",0,86,87,62,882,258,140,712
"Pver_gene_g9524",0,5,0,0,208,38,67,204
"Pver_gene_g9525",165,204,242,120,56,27,99,14
"Pver_gene_g9527",0,0,0,0,42,25,20,18
"Pver_gene_g1069",704,773,850,510,311,99,201,299
"Pver_gene_g16840",108,150,147,131,107,36,64,153
"Pver_gene_g4654",104,192,272,128,845,372,427,753
"Pver_gene_g4657",121,101,92,83,255,95,192,260
"Pver_gene_g4650",0,0,41,14,7162,3132,4144,8883
"Pver_gene_g4653",0,0,107,33,8970,1856,3253,9539
"Pver_gene_g16594",0,0,0,0,31,18,50,21
"Pver_gene_g16595",0,0,0,0,446,286,105,469
"Pver_gene_g16591",74,262,234,157,3085,1042,1528,2626
"Pver_gene_g16592",0,0,41,0,177,90,213,116
"Pver_gene_g16599",295,538,493,346,997,385,568,1023
"Pver_gene_g6877",194,164,219,112,39,13,32,27
"Pver_gene_g6876",57,64,41,30,2770,1037,1426,2482
"Pver_gene_g6872",0,10,0,0,220,75,90,177
"Pver_gene_g3963",0,10,18,0,125,11,12,99
"Pver_gene_g17079",312,371,518,406,218,110,170,234
"Pver_gene_g17074",0,0,0,0,22,29,13,42
"Pver_gene_g17075",73,50,80,37,361,213,514,609
"Pver_gene_g7960",25,31,34,16,247,74,124,92
"Pver_gene_g3037",0,0,0,0,25,21,44,19
"Pver_gene_g3033",0,104,117,48,491,202,212,376
"Pver_gene_g16039",254,329,420,305,485,231,341,692
"Pver_gene_g16032",0,36,0,17,309,184,223,273
"Pver_gene_g16030",399,576,667,413,223,73,166,215
"Pver_gene_g3433",266,216,285,257,616,172,337,430
"Pver_gene_g11025",0,21,0,28,113,81,458,150
"Pver_gene_g11028",2,0,40,14,64,40,67,137
"Pver_gene_g18502",947,1781,1631,1001,233,142,137,192
"Pver_gene_g17856",0,33,54,28,305,77,148,312
"Pver_gene_g10085",0,0,0,0,121,21,14,146
"Pver_gene_g10087",0,0,5,0,84,52,64,62
"Pver_novel_gene_576_5de57afd",495,493,582,495,72,3,72,76
"Pver_gene_g14503",9,8,8,0,19,32,39,45
"Pver_gene_g11849",0,0,0,0,136,54,113,104
"Pver_gene_g12018",0,29,27,33,166,45,109,217
"Pver_gene_g12011",107,119,168,131,94,27,75,121
"Pver_gene_g12010",0,31,50,40,389,96,237,453
"Pver_gene_g12012",160,214,231,101,1053,265,598,943
"Pver_gene_g12015",53,22,19,15,242,75,76,211
"Pver_gene_g16165",206,166,271,174,790,102,340,659
"Pver_gene_g16161",173,388,240,212,888,266,398,814
"Pver_gene_g943",97,89,64,58,354,102,232,498
"Pver_gene_g941",0,0,0,0,55,28,37,62
"Pver_gene_g946",0,31,29,0,354,205,164,409
"Pver_gene_g945",0,0,0,0,32,48,57,22
"Pver_novel_gene_248_5de57afd",111,290,321,183,73,10,81,66
"Pver_gene_g2871",0,0,0,0,63,26,44,112
"Pver_gene_g2870",0,27,0,8,207,101,210,143
"Pver_gene_g2877",0,0,0,0,88,17,26,39
"Pver_gene_g9883",23,24,77,33,50,60,267,88
"Pver_gene_g9881",0,14,0,0,77,33,38,64
"Pver_gene_g9889",153,152,206,185,115,18,68,53
"Pver_gene_g6539",186,146,211,123,1228,653,477,1334
"Pver_gene_g7488",0,7,17,0,953,117,312,949
"Pver_gene_g18071",133,112,156,57,0,0,0,0
"Pver_gene_g25896",104,81,68,80,0,4,14,0
"Pver_gene_g8598",49,27,23,37,0,0,0,0
"Pver_gene_g25892",183,136,224,126,342,141,154,469
"Pver_gene_g22743",0,0,5,0,129,33,32,196
"Pver_gene_g22740",273,268,326,218,186,49,181,151
"Pver_gene_g22741",119,129,106,63,33,28,57,73
"Pver_gene_g22745",0,0,0,0,87,39,65,60
"Pver_gene_g13772",161,122,189,101,61,40,68,107
"Pver_gene_g12253",71,100,127,73,38,19,35,41
"Pver_gene_g12256",870,1399,1459,901,391,216,376,566
"Pver_gene_g14360",0,0,0,0,521,136,279,495
"Pver_gene_g14362",40,21,18,16,0,0,0,0
"Pver_gene_g17555",0,120,224,172,19137,4767,5631,20036
"Pver_gene_g12785",0,0,0,0,488,137,132,374
"Pver_gene_g12784",53,40,55,16,170,16,67,156
"Pver_gene_g12787",190,174,353,135,20225,5711,5891,22102
"Pver_gene_g12786",0,0,0,0,134,36,62,192
"Pver_gene_g10786",0,0,0,0,898,229,227,734
"Pver_gene_g10781",195,201,185,206,37,20,28,54
"Pver_gene_g10789",48,86,149,84,459,195,330,501
"Pver_gene_g16204",111,117,172,84,56,39,66,67
"Pver_gene_g11258",128,183,202,200,131,41,45,124
"Pver_gene_g15579",0,113,64,50,325,236,405,416
"Pver_gene_g15578",681,730,624,347,77,21,74,115
"Pver_gene_g15577",0,0,0,0,27,50,437,144
"Pver_gene_g759",55,48,33,24,6,0,5,25
"Pver_gene_g751",76,89,115,162,19,14,38,26
"Pver_gene_g756",0,0,0,0,152,21,55,147
"Pver_novel_gene_58_5de57afd",11,14,35,15,0,0,0,1
"Pver_gene_g5954",0,0,0,0,59,14,34,59
"Pver_gene_g5957",0,48,67,0,928,538,1597,703
"Pver_gene_g5956",0,0,0,0,28,15,39,117
"Pver_gene_g5959",0,0,0,0,601,80,241,500
"Pver_gene_g9256",96,172,121,70,38,16,74,44
"Pver_gene_g9252",442,395,461,280,235,61,190,176
"Pver_gene_g2018",56,98,61,39,357,212,260,366
"Pver_gene_g9924",316,392,536,425,178,94,128,190
"Pver_gene_g9927",0,8,0,0,390,229,119,383
"Pver_gene_g9921",0,0,8,0,159,68,230,223
"Pver_gene_g9923",0,0,0,0,504,304,640,773
"Pver_novel_gene_54_5de57afd",0,0,0,0,80,25,42,67
"Pver_gene_g7569",0,0,0,0,472,126,538,343
"Pver_gene_g18132",0,0,0,0,490,89,127,409
"Pver_gene_g4141",0,0,0,0,218,67,138,112
"Pver_gene_g4140",43,101,161,45,0,0,0,0
"Pver_gene_g4143",60,105,83,49,113,113,212,156
"Pver_gene_g4142",0,17,0,0,51,21,63,66
"Pver_gene_g14949",0,0,0,0,74,17,36,83
"Pver_gene_g26032",78,61,105,46,283,179,360,465
"Pver_gene_g5234",0,11,7,0,102,46,136,83
"Pver_gene_g5231",0,7,0,0,195,48,61,111
"Pver_gene_g14935",45,57,83,96,530,90,251,403
"Pver_gene_g14931",0,0,0,0,102,11,28,76
"Pver_gene_g14932",36,95,73,82,45,10,16,41
"Pver_gene_g14933",20,74,64,80,884,165,269,756
"Pver_gene_g17377",3,28,64,30,501,112,398,723
"Pver_gene_g26152",62,39,47,26,180,35,70,171
"Pver_gene_g2278",9,18,40,10,340,45,101,175
"Pver_gene_g18902",55,53,34,57,190,55,82,133
"Pver_gene_g12425",0,0,0,0,80,32,38,79
"Pver_gene_g12427",249,118,76,76,40,8,35,17
"Pver_gene_g12421",0,0,0,0,44,13,37,40
"Pver_gene_g5114",0,0,0,0,50,27,42,46
"Pver_gene_g13463",36,31,23,41,0,0,0,0
"Pver_gene_g12794",0,0,0,0,12,17,23,49
"Pver_gene_g6015",0,0,7,0,115,41,117,120
"Pver_gene_g6018",0,0,23,0,1314,276,483,1094
"Pver_gene_g14084",162,135,222,64,46,48,60,92
"Pver_gene_g12183",0,0,0,0,6389,2507,6878,9818
"Pver_gene_g22860_gene_g22862",0,11,0,0,86,54,74,95
"Pver_gene_g1351",114,183,258,200,851,202,191,762
"Pver_gene_g1350",18,23,15,13,0,0,0,0
"Pver_gene_g1357",0,17,0,0,163,60,95,116
"Pver_gene_g3829",100,40,72,10,168,143,158,159
"Pver_gene_g654",676,722,1019,720,51,0,26,93
"Pver_gene_g652",0,0,0,0,91,100,104,86
"Pver_gene_g6749",30,58,72,54,172,59,79,153
"Pver_gene_g6748",0,0,5,8,22,21,21,57
"Pver_gene_g26544",0,6,0,13,180,50,122,110
"Pver_gene_g26541",54,56,57,38,12,8,0,33
"Pver_gene_g26548",1959,1998,2757,2301,100,24,64,94
"Pver_gene_g2078",88,88,129,102,52,18,41,52
"Pver_gene_g2070",304,296,391,237,0,0,11,0
"Pver_gene_g2076",164,228,183,162,190,63,91,120
"Pver_novel_gene_488_5de57afd",0,0,4,7,39,26,28,39
"Pver_gene_g16743",0,0,0,0,139,11,71,162
"Pver_gene_g16744",6,9,0,0,145,40,99,59
"Pver_gene_g16748",17,60,43,32,7,7,3,0
"Pver_gene_g13852",0,0,0,0,440,129,167,739
"Pver_gene_g13853",0,0,0,0,162,50,108,75
"Pver_gene_g13856",0,73,140,64,6713,1890,2719,7021
"Pver_gene_g13854",359,523,499,299,289,93,130,314
"Pver_novel_gene_27_5de57afd",0,0,0,0,33,15,74,18
"Pver_gene_g421",255,344,399,368,1716,226,480,1277
"Pver_gene_g420",1042,1360,1499,966,161,147,148,120
"Pver_gene_g18587",806,861,986,618,58,0,39,31
"Pver_gene_g18586",148,225,207,195,122,52,85,106
"Pver_gene_g18581",88,104,78,89,214,111,85,204
"Pver_gene_g13050",0,0,0,0,83,23,38,87
"Pver_gene_g13055",139,86,173,65,37,17,29,92
"Pver_gene_g5008",170,195,325,121,475,165,252,386
"Pver_gene_g12095",0,0,0,30,547,90,240,825
"Pver_gene_g13948",0,0,0,0,103,55,52,90
"Pver_gene_g13940",0,0,0,0,4463,630,1557,5834
"Pver_gene_g13942",70,90,99,62,622,124,239,353
"Pver_gene_g13943",18,74,133,71,668,327,570,949
"Pver_gene_g5387",0,0,0,0,392,214,281,317
"Pver_novel_gene_246_5de57afd",94,116,208,120,34,25,45,85
"Pver_gene_g15473",13,6,9,9,58,16,19,94
"Pver_gene_g15476",151,136,233,109,37,10,28,0
"Pver_novel_gene_366_5de57afd",331,476,360,292,337,69,166,271
"Pver_gene_g11549",96,155,292,202,95,25,54,40
"Pver_gene_g493",67,37,34,22,2362,469,858,2161
"Pver_gene_g10633",192,131,162,102,30,0,29,49
"Pver_gene_g10632",88,124,123,82,19,12,24,45
"Pver_gene_g10637",0,0,0,0,29,20,58,53
"Pver_gene_g10636",173,175,244,231,8,0,18,20
"Pver_gene_g2966",55,34,46,25,103,76,85,163
"Pver_gene_g6609",0,0,0,0,67,56,105,137
"Pver_gene_g8517",0,0,0,0,189,98,205,196
"Pver_gene_g22874",0,0,0,0,59,84,75,33
"Pver_gene_g22876",61,108,157,126,21,0,14,24
"Pver_gene_g1490",389,432,602,335,31496,7273,9365,30053
